freq	S(1,1)
5.70486111106250071E9	3.20008050075704764E-1 / -1.14135574937664286E2
5.70833333325000059E9	3.42277042867075343E-1 / -1.14319337170969826E2
5.71180555543750046E9	3.64301094731100994E-1 / -1.14811171573573567E2
5.71527777762499944E9	3.86463576406270981E-1 / -1.15539414271462593E2
5.71874999981250021E9	4.09247903867881213E-1 / -1.16485086257910053E2
5.72222222200000097E9	4.33022690000400257E-1 / -1.17627766056648730E2
5.72395833312500013E9	4.45322043488723374E-1 / -1.18254352232363935E2
5.72569444425000018E9	4.57851696671301944E-1 / -1.18902267074748091E2
5.72743055537500023E9	4.70518304936465448E-1 / -1.19560245102243989E2
5.72916666650000028E9	4.83184890827225377E-1 / -1.20221435501497531E2
5.73090277762499944E9	4.95696914655546728E-1 / -1.20885602578042373E2
5.73263888875000038E9	5.07918092493866968E-1 / -1.21558568452038429E2
5.73437499987500132E9	5.19757286155448561E-1 / -1.22249291846106667E2
5.73611111100000048E9	5.31174896403946573E-1 / -1.22966450685030559E2
5.73958333325000059E9	5.52772009237489570E-1 / -1.24501524089042848E2
5.74305555549999891E9	5.72908191523545973E-1 / -1.26178212395316836E2
5.74652777774999990E9	5.91800451679476325E-1 / -1.27981381269271077E2
5.75000000000000000E9	6.09576105660365641E-1 / -1.29887358099293615E2
5.75694444450000109E9	6.41956567028645075E-1 / -1.33923638745290363E2
5.76388888899999952E9	6.70139704619866361E-1 / -1.38159267581730161E2
5.77083333349999972E9	6.94080871441810832E-1 / -1.42517853298255526E2
5.77777777799999903E9	7.13753477827102145E-1 / -1.46953905526798989E2
5.78125000021875213E9	7.21988984202307904E-1 / -1.49191903305699891E2
5.78472222243749812E9	7.29159150445663506E-1 / -1.51439889218414980E2
5.78819444465625121E9	7.35265411299635296E-1 / -1.53695993296380551E2
5.79166666687499987E9	7.40308705476085827E-1 / -1.55958669216446100E2
5.79513888909374941E9	7.44289337738163681E-1 / -1.58226571471250610E2
5.79861111131250073E9	7.47207119311790890E-1 / -1.60498453121210938E2
5.80208333353125116E9	7.49061740415078781E-1 / -1.62773085992975619E2
5.80555555574999982E9	7.49853282531013665E-1 / -1.65049203953599966E2
5.81250000018749979E9	7.48252590822538188E-1 / -1.69600440538330521E2
5.81944444462499977E9	7.42432049930225624E-1 / -1.74140236438919693E2
5.82638888906250063E9	7.32450083948176367E-1 / -1.78654749363766774E2
5.83333333349999972E9	7.18402539008789010E-1 / 1.76872382436859854E2
5.84027777793749969E9	7.00431486002192472E-1 / 1.72460894044932189E2
5.84722222237500056E9	6.78740065955537730E-1 / 1.68134490303070772E2
5.85416666681250053E9	6.53607427528098661E-1 / 1.63920362196713043E2
5.86111111124999962E9	6.25388757388450500E-1 / 1.59847087570642721E2
5.86805555568749959E9	5.94484393665655109E-1 / 1.55941386107266977E2
5.87500000012499868E9	5.61274019230213916E-1 / 1.52225620134531647E2
5.88194444456249954E9	5.26033264943271384E-1 / 1.48719079116051911E2
5.88888888899999952E9	4.88868860337416855E-1 / 1.45446323014832046E2
5.89583333343750127E9	4.49712873804516011E-1 / 1.42455238065495760E2
5.90277777787500035E9	4.08403913225936677E-1 / 1.39847100503409427E2
5.90972222231250033E9	3.64863004507275113E-1 / 1.37822951395164717E2
5.91666666674999941E9	3.19363267692797681E-1 / 1.36757522401341403E2
5.92361111118749939E9	2.72922095286663557E-1 / 1.37324589043321232E2
5.93055555562500025E9	2.27945491018970703E-1 / 1.40696480135156454E2
5.93750000006249934E9	1.89378198388786445E-1 / 1.48668834847270515E2
5.94444444450000109E9	1.65925229851900968E-1 / 1.62633125782463983E2
5.95138888893749929E9	1.67057656199794602E-1 / 1.79845383214175891E2
5.95833333337500015E9	1.93176634991347829E-1 / -1.66366862560483608E2
5.96527777781250101E9	2.35230653218039087E-1 / -1.58726899656157672E2
5.97222222225000010E9	2.84320523013729343E-1 / -1.55817989751778718E2
5.97916666668750008E9	3.34942485298084769E-1 / -1.55818727328912354E2
5.98611111112499916E9	3.83959449755002868E-1 / -1.57528247826494838E2
5.99305555556250091E9	4.29555686155354000E-1 / -1.60235738455062848E2
6.00000000000000000E9	4.70696767789740544E-1 / -1.63516645625959223E2


freq	S(2,1)
4.00000000000000000E9	2.31218796011037453E-1 / 6.96827419428924166E1
4.00347222225000010E9	2.07505932931095760E-1 / 7.20482169265929429E1
4.00694444450000020E9	1.85682255997285539E-1 / 7.56438743104915101E1
4.01041666675000030E9	1.66537452337446301E-1 / 8.07768537135287978E1
4.01388888900000040E9	1.51133430642910271E-1 / 8.76903938460814203E1
4.01736111124999873E9	1.40722099915008103E-1 / 9.63549036247351509E1
4.02083333350000061E9	1.36430134537643610E-1 / 1.06217385913300544E2
4.02430555574999982E9	1.38758668271529406E-1 / 1.16205260363205798E2
4.02777777799999903E9	1.47284619498656610E-1 / 1.25187016837041409E2
4.03125000018749979E9	1.60887538022702170E-1 / 1.32493388686393954E2
4.03472222237500056E9	1.78255740002775798E-1 / 1.38009064709930973E2
4.03819444456249954E9	1.98245236328718644E-1 / 1.41943181313306743E2
4.04166666675000030E9	2.19989841394438734E-1 / 1.44600938540045409E2
4.04513888893750018E9	2.42874043456364941E-1 / 1.46267860951839079E2
4.04861111112500005E9	2.66469475374185549E-1 / 1.47174596632565824E2
4.05208333331249992E9	2.90477115422737731E-1 / 1.47496746044710347E2
4.05555555549999980E9	3.14684527301811334E-1 / 1.47365064839650306E2
4.06249999987499955E9	3.63115445589633179E-1 / 1.46103213504650231E2
4.06944444425000018E9	4.10899034112025596E-1 / 1.43906778548473069E2
4.07638888862500082E9	4.57456715487938936E-1 / 1.41074667430067935E2
4.08333333299999968E9	5.02338379960157688E-1 / 1.37789002231106195E2
4.08854166637500072E9	5.34667885840318391E-1 / 1.35099154882223615E2
4.09374999975000087E9	5.65694721083810315E-1 / 1.32255250598469187E2
4.09895833312499924E9	5.95286889338872971E-1 / 1.29283241819148342E2
4.10416666649999939E9	6.23321885977093704E-1 / 1.26202800665065595E2
4.10937499987500043E9	6.49683586607701091E-1 / 1.23028830933824862E2
4.11458333324999970E9	6.74258578403468611E-1 / 1.19772598371462524E2
4.11979166662499985E9	6.96932568610064962E-1 / 1.16442648714123509E2
4.12500000000000000E9	7.17587650591614423E-1 / 1.13045587221815036E2
4.13020833324999970E9	7.36101018744471958E-1 / 1.09586736532217444E2
4.13541666649999939E9	7.52345315718470875E-1 / 1.06070665682231136E2
4.14062499974999998E9	7.66190344310250282E-1 / 1.02501587363159063E2
4.14583333299999968E9	7.77505599258548319E-1 / 9.88836372674163400E1
4.15104166625000026E9	7.86163051043658001E-1 / 9.52210714910493294E1
4.15624999949999996E9	7.92039861843494375E-1 / 9.15184296709935730E1
4.16145833274999966E9	7.95021099501868989E-1 / 8.77807090999030848E1
4.16666666599999935E9	7.95002869332684803E-1 / 8.40135775877019952E1
4.17361111049999955E9	7.90162218004511629E-1 / 7.89565394410735699E1
4.18055555499999976E9	7.79683915925019733E-1 / 7.38780374067758316E1
4.18749999949999996E9	7.63513072643344426E-1 / 6.88014585665562795E1
4.19444444400000016E9	7.41717536422134138E-1 / 6.37544734940100710E1
4.19878472175000006E9	7.25323431211614000E-1 / 6.06287396892657071E1
4.20312499949999996E9	7.06882001468230392E-1 / 5.75344596961562171E1
4.20746527724999986E9	6.86479741599336979E-1 / 5.44797364962221575E1
4.21180555499999976E9	6.64210498175480080E-1 / 5.14730794888508747E1
4.21614583274999966E9	6.40170476292680757E-1 / 4.85239340968709065E1
4.22048611049999955E9	6.14456150336082452E-1 / 4.56435916172180356E1
4.22482638824999945E9	5.87166722494866811E-1 / 4.28464351872035465E1
4.22916666599999935E9	5.58411429353358812E-1 / 4.01513903179361975E1
4.23350694374999925E9	5.28320256829209800E-1 / 3.75834103122767038E1
4.23784722150000004E9	4.97055220720253743E-1 / 3.51748690193874491E1
4.24218749924999994E9	4.64818933316464999E-1 / 3.29668572568894636E1
4.24652777699999984E9	4.31857914912137897E-1 / 3.10105653859990227E1
4.25086805474999974E9	3.98459797891120715E-1 / 2.93691675046942224E1
4.25520833249999963E9	3.64945804283002762E-1 / 2.81209110586691580E1
4.25954861025000042E9	3.31662358713027805E-1 / 2.73644854162459694E1
4.26388888799999943E9	2.98978366444540278E-1 / 2.72281830714651374E1
4.26822916581249956E9	2.67297624773464682E-1 / 2.78846695960500934E1
4.27256944362500057E9	2.37098985338164381E-1 / 2.95724744029070141E1
4.27690972143750070E9	2.09019126140029332E-1 / 3.26207264285085197E1
4.28124999924999994E9	1.83988403232757536E-1 / 3.74570830725014980E1
4.28559027706250006E9	1.63397285364592770E-1 / 4.45346888397251028E1
4.28993055487500019E9	1.49156903180848155E-1 / 5.40503901638884354E1
4.29427083268750032E9	1.43322750377159602E-1 / 6.54213046338312676E1
4.29861111049999955E9	1.47088211895519949E-1 / 7.70519346569090935E1
4.30295138831250057E9	1.59925907209404716E-1 / 8.71347337604067107E1
4.30729166612500070E9	1.79948718287692788E-1 / 9.47297016204637998E1
4.31163194393750082E9	2.04970370879611119E-1 / 9.98574524380710393E1
4.31597222175000006E9	2.33162951515809880E-1 / 1.02974353642067173E2
4.32031249956250019E9	2.63182003344819559E-1 / 1.04584461780422955E2
4.32465277737500031E9	2.94084121135399945E-1 / 1.05102250907873396E2
4.32899305518749955E9	3.25225766338420286E-1 / 1.04836383336223493E2
4.33333333299999968E9	3.56185853946296094E-1 / 1.04007794316527047E2
4.33796296268750048E9	3.88721208094685133E-1 / 1.02677092569342943E2
4.34259259237500039E9	4.20582872299892152E-1 / 1.01009285580409758E2
4.34722222206250031E9	4.51679703944416211E-1 / 9.90884073315229053E1
4.35185185175000022E9	4.81955331660700192E-1 / 9.69691641492411804E1
4.35648148143750014E9	5.11355267337962260E-1 / 9.46875157671775014E1
4.36111111112500005E9	5.39809884357511560E-1 / 9.22680716254942013E1
4.36574074081249996E9	5.67229749350966905E-1 / 8.97289055234184829E1
4.37037037050000077E9	5.93508580169059563E-1 / 8.70844406853201392E1
4.37500000018749979E9	6.18529670118695307E-1 / 8.43470217665066713E1
4.37962962987499971E9	6.42172918085867206E-1 / 8.15276742302829938E1
4.38425925956249962E9	6.64320866588762637E-1 / 7.86364087928314426E1
4.38888888924999954E9	6.84863069193605334E-1 / 7.56823015180985159E1
4.39351851893749945E9	7.03698669458976767E-1 / 7.26734854539230390E1
4.39814814862499937E9	7.20737365719682277E-1 / 6.96171271486734611E1
4.40277777831250017E9	7.35899058466659373E-1 / 6.65194239678838262E1
4.40740740800000008E9	7.49112507443518005E-1 / 6.33856381066286012E1
4.41203703762499977E9	7.60313318777537184E-1 / 6.02201742920645877E1
4.41666666725000034E9	7.69441576930953364E-1 / 5.70267053448613837E1
4.42129629687500003E9	7.76439449767696832E-1 / 5.38083507059363519E1
4.42592592650000061E9	7.81249142771392435E-1 / 5.05679126706804549E1
4.43055555612500029E9	7.83811639103960989E-1 / 4.73081744514075631E1
4.43518518574999909E9	7.84066723293962475E-1 / 4.40322598433537049E1
4.43981481537500056E9	7.81954818714166322E-1 / 4.07440470846735980E1
4.44444444500000024E9	7.77421161871137389E-1 / 3.74486188842633672E1
4.44907407462499904E9	7.70422795792294224E-1 / 3.41527144164321594E1
4.45370370424999962E9	7.60938793501581046E-1 / 3.08651199686737909E1
4.45833333387499930E9	7.48983947830457097E-1 / 2.75968767938232640E1
4.46296296349999988E9	7.34625616377274948E-1 / 2.43610730298548228E1
4.46527777831250017E9	7.26585092844937552E-1 / 2.27597554586788453E1
4.46759259312499957E9	7.18001989167661225E-1 / 2.11717955978814487E1
4.46990740793749985E9	7.08907171494818833E-1 / 1.95986829930890805E1
4.47222222275000014E9	6.99337250396191834E-1 / 1.80414916941741232E1
4.47453703756250043E9	6.89333947923036572E-1 / 1.65005850754321837E1
4.47685185237499983E9	6.78942030564041321E-1 / 1.49751781380828608E1
4.47916666718750012E9	6.68203933334045175E-1 / 1.34627370719523753E1
4.48148148200000040E9	6.57147884872732213E-1 / 1.19583694187682466E1
4.48379629681249892E9	6.45767258552684442E-1 / 1.04548140242107612E1
4.48611111162500009E9	6.33997358656197640E-1 / 8.94416463585106492E0
4.48842592643750038E9	6.21711682410137190E-1 / 7.42191930649770804E0
4.49074074124999978E9	6.08760617433729134E-1 / 5.89136967930040267E0
4.49305555606249918E9	5.95037893799853101E-1 / 4.36436722736936655E0
4.49537037087499947E9	5.80523129066186172E-1 / 2.85736928310480742E0
4.49768518568749975E9	5.65273240584367365E-1 / 1.38634678182128224E0
4.50000000050000004E9	5.49385829251157887E-1 / -3.59139389770186623E-2
4.50462963012499884E9	5.16114715921215161E-1 / -2.69823979298054439E0
4.50925925975000030E9	4.81438053075733219E-1 / -5.07295489850242376E0
4.51388888937499910E9	4.45906306341351222E-1 / -7.10767639241118143E0
4.51851851899999879E9	4.09963217747744757E-1 / -8.73599203487519205E0
4.52314814862499937E9	3.74024011068607676E-1 / -9.86683173496070154E0
4.52777777824999994E9	3.38528179818686148E-1 / -1.03753916626790654E1
4.53240740787500052E9	3.03978236420585812E-1 / -1.00916428147756010E1
4.53703703750000109E9	2.70987412868044242E-1 / -8.78530570683479795E0
4.54166666712500078E9	2.40356354497478986E-1 / -6.15257740939181819E0
4.54629629674999958E9	2.13184502884272575E-1 / -1.82555232053206318E0
4.55092592637499926E9	1.90981426138720622E-1 / 4.54219499382412017E0
4.55555555599999984E9	1.75643552821790561E-1 / 1.30317565748736008E1
4.56134259300000089E9	1.68907078088956464E-1 / 2.56966796379034745E1
4.56712963000000105E9	1.77273352741533574E-1 / 3.81545148619370167E1
4.57291666700000032E9	1.98722867480273901E-1 / 4.79585171758860973E1
4.57870370400000049E9	2.29352024337845339E-1 / 5.43944830669489754E1
4.58449074099999976E9	2.65564200036719278E-1 / 5.79587313797409998E1
4.59027777799999903E9	3.04758593573357484E-1 / 5.94093032605147542E1
4.59606481500000008E9	3.45160628918554124E-1 / 5.93769835201393903E1
4.60185185200000024E9	3.85548538635242455E-1 / 5.83150403480343638E1
4.60763888899999952E9	4.25074731182666099E-1 / 5.65376339784543624E1
4.61342592600000057E9	4.63166883741882085E-1 / 5.42615737599055237E1
4.61921296299999984E9	4.99465043652491580E-1 / 5.16358644095110542E1
4.62500000000000000E9	5.33764988609320490E-1 / 4.87611127957291668E1
4.63078703700000016E9	5.65957047785179501E-1 / 4.57030965822291879E1
4.63657407399999943E9	5.95965572820399725E-1 / 4.25034872697915755E1
4.64236111100000048E9	6.23702646876078326E-1 / 3.91889277466663577E1
4.64814814799999976E9	6.49047561722661737E-1 / 3.57783448208530652E1
4.65277777774999901E9	6.67502739988866090E-1 / 3.29916442089669371E1
4.65740740750000093E9	6.84255529656861849E-1 / 3.01619951856465152E1
4.66203703725000018E9	6.99236927021681698E-1 / 2.72976451384146568E1
4.66666666700000032E9	7.12393742752970560E-1 / 2.44067558758867920E1
4.67013888918750020E9	7.21043091063393060E-1 / 2.22258477601010540E1
4.67361111137500007E9	7.28640297219400690E-1 / 2.00373613553994989E1
4.67708333356249906E9	7.35184638210752173E-1 / 1.78439770051046187E1
4.68055555574999893E9	7.40680341552303823E-1 / 1.56480357789194935E1
4.68402777793749969E9	7.45135476045691103E-1 / 1.34515348688335701E1
4.68750000012500045E9	7.48560810062388615E-1 / 1.12561487956139517E1
4.69097222231250033E9	7.50968772994266409E-1 / 9.06327219929549344E0
4.69444444450000020E9	7.52372628038487345E-1 / 6.87407877536087675E0
4.69791666668750008E9	7.52785936202779471E-1 / 4.68959013663464486E0
4.70138888887499995E9	7.52222362987414428E-1 / 2.51074768075973331E0
4.70486111106249982E9	7.50695848901831475E-1 / 3.38479707645282879E-1
4.70833333324999881E9	7.48221129630986415E-1 / -1.82624499322632672E0
4.71180555543749957E9	7.44814547662864346E-1 / -3.98238693819373157E0
4.71527777762499944E9	7.40495041689808176E-1 / -6.12883972073690053E0
4.71874999981250021E9	7.35285132700295208E-1 / -8.26447808713393961E0
4.72222222200000097E9	7.29211650762354591E-1 / -1.03882583628171643E1
4.72511574053124939E9	7.23513188823464848E-1 / -1.21484232673814141E1
4.72800925906250136E9	7.17256790128774391E-1 / -1.38995411909825739E1
4.73090277759374978E9	7.10463559948886747E-1 / -1.56416703398722623E1
4.73379629612499997E9	7.03154302064054448E-1 / -1.73752590459724665E1
4.73668981465625016E9	6.95347715705140246E-1 / -1.91012129742403447E1
4.73958333318750036E9	6.87058174791511078E-1 / -2.08209205643263440E1
4.74247685171874966E9	6.78293298998987293E-1 / -2.25362140795344068E1
4.74537037024999897E9	6.69051651014150739E-1 / -2.42492469657030485E1
4.74826388878125094E9	6.59320988665038143E-1 / -2.59622776417031265E1
4.75115740731249936E9	6.49077521877859720E-1 / -2.76773650146902828E1
4.75405092584375044E9	6.38286538198658082E-1 / -2.93959992094883260E1
4.75694444437499975E9	6.26904559401661921E-1 / -3.11187072980312296E1
4.75983796290625083E9	6.14882907208398954E-1 / -3.28446824371074930E1
4.76273148143750014E9	6.02172257190596660E-1 / -3.45714811517464682E1
4.76562499996875122E9	5.88727535941865909E-1 / -3.62948157600215771E1
4.76851851850000052E9	5.74512455830437574E-1 / -3.80084390265872685E1
4.77141203703124983E9	5.59503150898686030E-1 / -3.97040823537855525E1
4.77430555556249914E9	5.43690792841110948E-1 / -4.13713796433974856E1
4.77719907409374933E9	5.27083632622088238E-1 / -4.29977064929352615E1
4.78009259262500041E9	5.09709351834666791E-1 / -4.45679104146649063E1
4.78298611115624972E9	4.91618491841613281E-1 / -4.60640042312122944E1
4.78587962968750080E9	4.72888800422845268E-1 / -4.74649961406723886E1
4.78877314821874922E9	4.53628987469679323E-1 / -4.87470500123483319E1
4.79166666675000119E9	4.33979680728894568E-1 / -4.98840552317481389E1
4.79456018528124961E9	4.14110159067191841E-1 / -5.08484996585819271E1
4.79745370381249980E9	3.94211276853396964E-1 / -5.16124301259321605E1
4.80034722234375000E9	3.74486427849402004E-1 / -5.21483372109464050E1
4.80324074087499930E9	3.55142461577928792E-1 / -5.24299419443920467E1
4.80613425940625039E9	3.36381594211005286E-1 / -5.24329436634615309E1
4.80902777793749969E9	3.18394713626150905E-1 / -5.21357500762286374E1
4.81192129646875166E9	3.01356628818661232E-1 / -5.15201481641985559E1
4.81481481500000008E9	2.85424173709897522E-1 / -5.05719431070936487E1
4.81610082325000111E9	2.77487685787257377E-1 / -5.02749157274508285E1
4.81738683149999947E9	2.69632749285159390E-1 / -4.98994743821460496E1
4.81867283975000049E9	2.61878298962649803E-1 / -4.94394759098724634E1
4.81995884800000063E9	2.54244351411082992E-1 / -4.88885154016620760E1
4.82638888899999952E9	2.18675398805904742E-1 / -4.45312997719167214E1
4.83281893000000018E9	1.89973645244408962E-1 / -3.69145187655572204E1
4.83924897099999995E9	1.72371617195632609E-1 / -2.57905351577153308E1
4.84567901200000062E9	1.69831691966036136E-1 / -1.26384625679819695E1
4.85210905324999953E9	1.83238719773262759E-1 / -5.35954033641462146E-1
4.85853909450000021E9	2.09560984192484767E-1 / 8.27745712670174605E0
4.86496913575000001E9	2.44349421107525400E-1 / 1.35657726865476658E1
4.87139917699999891E9	2.83869273881576900E-1 / 1.60885456295413265E1
4.87809713656250032E9	3.27298362553093902E-1 / 1.66783523970820369E1
4.88479509612500085E9	3.71279042757031252E-1 / 1.58964660255351076E1
4.89149305568749959E9	4.14894786968539897E-1 / 1.42169118416125739E1
4.89819101524999923E9	4.57785223571106048E-1 / 1.19196125108286122E1
4.90488897481250063E9	4.99764863796130232E-1 / 9.15328915431008916E0
4.91158693437500027E9	5.40526952051168319E-1 / 5.99791221581703748E0
4.91828489393750079E9	5.79566176545120015E-1 / 2.51069129139684177E0
4.92498285349999954E9	6.16274866929750420E-1 / -1.25328866519716531E0
4.93168081306250006E9	6.50074187165369111E-1 / -5.23886332849331193E0
4.93837877262499880E9	6.80494586738167317E-1 / -9.39497898580411928E0
4.94507673218750021E9	7.07200585229140977E-1 / -1.36782419522927334E1
4.95177469174999985E9	7.29982440383372921E-1 / -1.80548840255894372E1
4.95847265131250037E9	7.48717100755934162E-1 / -2.25014624207754821E1
4.96517061087500089E9	7.63312378348809606E-1 / -2.70031072317431553E1
4.97186857043750052E9	7.73666858393007040E-1 / -3.15500657647293847E1
4.97856652999999927E9	7.79652048732403991E-1 / -3.61340147753412921E1
4.98392489749999967E9	7.81190903865043307E-1 / -3.98206836287404453E1
4.98928326500000008E9	7.79753390854808526E-1 / -4.35153017373264461E1
4.99464163250000048E9	7.75279030317574058E-1 / -4.72032537507935501E1
5.00000000000000000E9	7.67775616300426833E-1 / -5.08596516503803997E1
5.00173611110937433E9	7.64717724423303746E-1 / -5.20309731138072440E1
5.00347222221875043E9	7.61372997173375232E-1 / -5.31923261178535078E1
5.00520833332812565E9	7.57762830222254546E-1 / -5.43408400759695276E1
5.00694444443750086E9	7.53919291409185632E-1 / -5.54727294240679036E1
5.00868055554687608E9	7.49890857001857558E-1 / -5.65827536054906055E1
5.01041666665625041E9	7.45752874804060717E-1 / -5.76630853703851365E1
5.01215277776562473E9	7.41630100025444960E-1 / -5.87005926238119358E1
5.01388888887499995E9	7.37759087009944547E-1 / -5.96692743503653578E1
5.01475694442968667E9	7.36070237137460381E-1 / -6.01109521346500131E1
5.01562499998437605E9	7.34728350291170873E-1 / -6.05052591661346106E1
5.01649305553906188E9	7.34064255054731696E-1 / -6.08225803402117826E1
5.01736111109375038E9	7.34925008735605712E-1 / -6.10033578212745642E1
5.01822916664843710E9	7.40087038367205707E-1 / -6.09249865278942870E1
5.01909722220312471E9	7.62308019024094197E-1 / -6.05226500517690980E1
5.01996527775781409E9	8.31087864180923219E-1 / -6.47173528645625407E1
5.02083333331249992E9	7.52692799943541146E-1 / -6.98263952862006221E1
5.02170138886718753E9	7.22817987609332047E-1 / -6.89090132341532069E1
5.02256944442187425E9	7.13890038452303344E-1 / -6.86512472237921401E1
5.02343749997656186E9	7.08913953993949963E-1 / -6.88035747063200365E1
5.02430555553125036E9	7.04903320986542603E-1 / -6.91546606237625561E1
5.02517361108593796E9	7.01086458859571326E-1 / -6.96117907169328731E1
5.02604166664062468E9	6.97208020130444783E-1 / -7.01294343901939499E1
5.02690972219531229E9	6.93176818910754999E-1 / -7.06823130522939369E1
5.02777777774999901E9	6.88966726019628339E-1 / -7.12551007872374953E1
5.02951388885937511E9	6.80034808515362243E-1 / -7.24247653207546183E1
5.03124999996875122E9	6.70545965648018338E-1 / -7.35948129196114831E1
5.03298611107812555E9	6.60655742428870951E-1 / -7.47478773565315180E1
5.03472222218749987E9	6.50478879758839845E-1 / -7.58781887648789155E1
5.03645833329687420E9	6.40086299523359070E-1 / -7.69846334234122587E1
5.03819444440625031E9	6.29517920266779640E-1 / -7.80675618103243529E1
5.03993055551562374E9	6.18795438425456190E-1 / -7.91274725051178240E1
5.04166666662499985E9	6.07931225325884128E-1 / -8.01645611043487705E1
5.04513888884375028E9	5.85809948155673865E-1 / -8.21691097851392804E1
5.04861111106249982E9	5.63215427797750046E-1 / -8.40756762082342490E1
5.05208333328125114E9	5.40220555355744914E-1 / -8.58749908367986592E1
5.05555555549999980E9	5.16915211364341687E-1 / -8.75555383383862740E1
5.06249999993750066E9	4.69790827579751902E-1 / -9.05074837294776380E1
5.06944444437499975E9	4.22713795304962581E-1 / -9.28151094797836329E1
5.07638888881250061E9	3.76508554016416364E-1 / -9.43401586044023688E1
5.08333333324999881E9	3.31858934058781685E-1 / -9.49007913213652543E1
5.09027777768749967E9	2.89332526148299918E-1 / -9.42186496329284040E1
5.09722222212499965E9	2.49654563028456611E-1 / -9.18207121675613180E1
5.10416666656249962E9	2.14355582401092670E-1 / -8.69511203930535181E1
5.11111111100000048E9	1.86451158618290558E-1 / -7.87334526663442347E1
5.11805555543749957E9	1.70358519724520141E-1 / -6.69659294336597277E1
5.12499999987499955E9	1.70167698488636843E-1 / -5.33950487779571947E1
5.13194444431250041E9	1.86561401151766093E-1 / -4.13128309440658281E1
5.13888888875000038E9	2.16253796723265435E-1 / -3.28434171335709291E1
5.14583333318749947E9	2.54784512396208429E-1 / -2.80265106952284304E1
5.15277777762499944E9	2.98534791183524506E-1 / -2.60240233443530578E1
5.15972222206250031E9	3.44961042284363684E-1 / -2.60025475382590932E1
5.16666666650000028E9	3.92272709396454600E-1 / -2.73463097970159641E1
5.17361111093750115E9	4.39172741631401298E-1 / -2.96306077656876621E1
5.18055555537500023E9	4.84741037617232440E-1 / -3.25642657921687206E1
5.18749999981250021E9	5.28390231278407452E-1 / -3.59504507177248778E1
5.19444444425000018E9	5.69781482463943689E-1 / -3.96648562833192520E1
5.20138888868749927E9	6.08649773565618624E-1 / -4.36362236104186785E1
5.20833333312499924E9	6.44647306363105432E-1 / -4.78217390549803589E1
5.21527777756250188E9	6.77330133431670411E-1 / -5.21866502102063645E1
5.22222222200000097E9	7.06244440036859622E-1 / -5.66966691026198255E1
5.22916666643750094E9	7.30999535527917033E-1 / -6.13190578723031798E1
5.23611111087500003E9	7.51289016478718885E-1 / -6.60250842649132164E1
5.24305555531250089E9	7.66879742915034512E-1 / -7.07909152804915198E1
5.24999999975000087E9	7.77591320732216928E-1 / -7.55970630944679378E1
5.25694444418749995E9	7.83277074746961954E-1 / -8.04269745514247703E1
5.26388888862499993E9	7.83811966085086453E-1 / -8.52650311706880970E1
5.27083333306249902E9	7.79092892969008766E-1 / -9.00940632391912644E1
5.27777777750000077E9	7.69056619657698892E-1 / -9.48926297806671570E1
5.28472222193749985E9	7.53716105704381789E-1 / -9.96325718882091671E1
5.29166666637500072E9	7.33208438406952112E-1 / -1.04277358421672561E2
5.29861111081249980E9	7.07845239081665767E-1 / -1.08781399289631042E2
5.30555555524999978E9	6.78168236131438640E-1 / -1.13090694106498502E2
5.31249999968749975E9	6.45027093627815695E-1 / -1.17149072594299386E2
5.31944444412499884E9	6.09599291996210368E-1 / -1.20927926972410860E2
5.32638888856249970E9	5.72707658539950426E-1 / -1.24488938347657507E2
5.33333333299999968E9	5.33332077568355700E-1 / -1.27887057536879123E2
5.34027777743750143E9	4.90785669654211976E-1 / -1.30904640004996553E2
5.34722222187500051E9	4.46797243463859672E-1 / -1.33305937189561807E2
5.35416666631249960E9	4.02866783067634415E-1 / -1.34990480476615748E2
5.36111111075000046E9	3.59660916388268204E-1 / -1.35834849261242252E2
5.36805555518750044E9	3.17661730529442510E-1 / -1.35598442553457810E2
5.37499999962499952E9	2.77646513495933833E-1 / -1.33867215446262722E2
5.38194444406249950E9	2.41113264615319389E-1 / -1.30009309886449431E2
5.38888888849999947E9	2.10769423650795051E-1 / -1.23243618864765780E2
5.39583333293750034E9	1.90809318215442247E-1 / -1.13129514105698337E2
5.40277777737499942E9	1.85902165664306684E-1 / -1.00673285920463207E2
5.40972222181249940E9	1.98191323248119478E-1 / -8.86670732436496856E1
5.41666666624999937E9	2.25433883310319150E-1 / -7.96236106818962952E1
5.42361111068750024E9	2.63088645805684740E-1 / -7.41350607282042340E1
5.43055555512499932E9	3.06979781086027259E-1 / -7.15827899094623366E1
5.43749999956249930E9	3.54080549386393351E-1 / -7.11510825183206030E1
5.44444444400000016E9	4.02296829881612794E-1 / -7.21934686390383451E1
5.45138888849999947E9	4.50140583058683230E-1 / -7.42592191602092111E1
5.45833333299999968E9	4.96511818539201322E-1 / -7.70424667250258022E1
5.46527777750000077E9	5.40575939702314656E-1 / -8.03339871147473339E1
5.47222222200000097E9	5.81696805124089256E-1 / -8.39879373667748652E1
5.47916666650000028E9	6.19398219966022090E-1 / -8.79007129055831093E1
5.48611111100000048E9	6.53338218696075312E-1 / -9.19977764824162492E1
5.49305555549999891E9	6.83287354310347350E-1 / -9.62254393869200797E1
5.50000000000000000E9	7.09105946101599027E-1 / -1.00545645382770954E2
5.50694444450000109E9	7.30717596843327222E-1 / -1.04932489514044880E2
